latitude,longitude,country_code,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
-29.257789,-59.739336,ARG,,,,,,2.0,7.7,33.0,52.0,15.0,
-29.257789,-59.739336,ARG,,,,,,1.0,7.8,40.0,44.0,16.0,
-29.257789,-59.739336,ARG,,,,,,1.0,7.2,28.0,57.0,15.0,
-36.030194,-57.416917,ARG,,,,,,98.1,6.7,59.0,32.0,9.0,
-36.030194,-57.416917,ARG,,,,,,27.8,7.0,70.0,22.0,8.0,
-36.030194,-57.416917,ARG,,,,,,6.1,7.4,71.0,25.0,4.0,
-36.030194,-57.416917,ARG,,,,,,4.5,7.3,62.0,26.0,11.0,
-42.271722,-65.613778,ARG,,,,,,3.8,6.9,,,,
-42.271722,-65.613778,ARG,,,,,,5.2,7.3,,,,
-42.271722,-65.613778,ARG,,,,,,4.2,7.8,,,,
-42.323889,-65.634417,ARG,,,,,,4.5,7.8,,,,
-42.323889,-65.634417,ARG,,,,,,4.3,8.1,,,,
-42.323889,-65.634417,ARG,,,,,,5.0,8.1,,,,
-31.45,-60.816667,ARG,,,,,,11.0,8.1,27.0,64.0,9.0,
-31.45,-60.816667,ARG,,,,,,6.0,9.0,48.0,46.0,6.0,
-31.45,-60.816667,ARG,,,,,,2.0,9.2,46.0,49.0,5.0,
-31.45,-60.816667,ARG,,,,,,1.0,9.3,37.0,56.0,7.0,
-31.45,-60.816667,ARG,,,,,,1.0,8.7,31.0,62.0,8.0,
-32.5764,-62.0936,ARG,,,,,,20.2,6.4,25.0,69.0,6.0,
-32.5764,-62.0936,ARG,,,,,,13.9,7.0,,,,
-32.5764,-62.0936,ARG,,,,,,7.5,6.9,,,,
-32.5764,-62.0936,ARG,,,,,,4.3,7.1,,,,
-32.5764,-62.0936,ARG,,,,,,2.1,7.7,,,,
-32.5764,-62.0936,ARG,,,,,,1.7,7.7,,,,
-32.5764,-62.0936,ARG,,,,,,0.6,8.3,,,,
-32.5572,-62.0531,ARG,,,,,,20.0,6.7,24.0,65.0,11.0,
-32.5572,-62.0531,ARG,,,,,,15.7,6.6,26.0,64.0,10.0,
-32.5572,-62.0531,ARG,,,,,,5.6,7.1,35.0,59.0,6.0,
-32.5572,-62.0531,ARG,,,,,,2.7,7.2,31.0,59.0,9.0,
-32.5572,-62.0531,ARG,,,,,,1.8,7.2,24.0,63.0,13.0,
-32.5572,-62.0531,ARG,,,,,,1.1,7.1,20.0,68.0,12.0,
-32.5572,-62.0531,ARG,,,,,,0.9,8.4,18.0,68.0,13.0,
-31.7072,-63.6464,ARG,,,,,,14.3,6.5,25.0,68.0,7.0,
-31.7072,-63.6464,ARG,,,,,,5.2,7.7,31.0,62.0,7.0,
-31.7072,-63.6464,ARG,,,,,,4.4,7.9,27.0,65.0,8.0,
-31.7072,-63.6464,ARG,,,,,,2.3,8.4,22.0,69.0,9.0,
-32.9719,-63.1967,ARG,,,,,,17.0,6.1,18.0,56.0,25.0,
-32.9719,-63.1967,ARG,,,,,,1.1,6.9,16.0,56.0,28.0,
-32.9719,-63.1967,ARG,,,,,,,7.3,13.0,55.0,32.0,
-32.9719,-63.1967,ARG,,,,,,,8.1,13.0,55.0,32.0,
-43.321528,-65.849556,ARG,,,,,,6.9,7.9,,,,
-43.321528,-65.849556,ARG,,,,,,4.4,8.5,,,,
-43.365417,-65.859806,ARG,,,,,,22.1,7.5,,,,
-43.365417,-65.859806,ARG,,,,,,6.8,8.5,,,,
-37.576014,-60.818033,ARG,,,,,,27.7,,25.0,42.0,33.0,
-37.576014,-60.818033,ARG,,,,,,16.0,,30.0,34.0,36.0,
-37.576014,-60.818033,ARG,,,,,,10.1,,30.0,33.0,36.0,
-37.576014,-60.818033,ARG,,,,,,4.4,,34.0,23.0,43.0,
-37.576014,-60.818033,ARG,,,,,,3.3,,21.0,38.0,41.0,
-37.576014,-60.818033,ARG,,,,,,2.1,,19.0,33.0,49.0,
-37.576014,-60.818033,ARG,,,,,,2.5,,,,,
-31.45,-60.816667,ARG,,,,,,16.0,5.4,25.0,65.0,10.0,
-31.45,-60.816667,ARG,,,,,,8.0,5.6,24.0,67.0,9.0,
-31.45,-60.816667,ARG,,,,,,7.0,7.4,46.0,47.0,7.0,
-31.45,-60.816667,ARG,,,,,,3.0,7.7,48.0,46.0,6.0,
-31.45,-60.816667,ARG,,,,,,1.0,8.4,45.0,49.0,6.0,
-31.45,-60.816667,ARG,,,,,,,8.2,39.0,54.0,7.0,
-31.45,-60.816667,ARG,,,,,,,8.3,28.0,64.0,8.0,
-34.8361,-59.007117,ARG,,,,,,22.2,5.69,,,,
-34.8361,-59.007117,ARG,,,,,,4.9,6.17,,,,
-34.8361,-59.007117,ARG,,,,,,7.7,6.24,,,,
-34.8361,-59.007117,ARG,,,,,,3.0,6.37,,,,
-34.923183,-59.756917,ARG,,,,,,16.8,5.76,,,,
-34.923183,-59.756917,ARG,,,,,,8.8,6.33,,,,
-34.923183,-59.756917,ARG,,,,,,12.0,6.61,,,,
-29.258339,-59.729339,ARG,,,,,,7.0,6.9,24.0,61.0,16.0,
-29.258339,-59.729339,ARG,,,,,,5.0,7.4,49.0,47.0,4.0,
-29.258339,-59.729339,ARG,,,,,,2.0,7.7,45.0,49.0,7.0,
-29.258339,-59.729339,ARG,,,,,,1.0,7.3,45.0,48.0,7.0,
-29.258339,-59.729339,ARG,,,,,,1.0,7.3,41.0,45.0,14.0,
-51.657444,-69.595333,ARG,,,,,,11.9,6.4,,,,
-49.841839,-68.774722,ARG,,,,,,11.6,6.7,,,,
-49.841839,-68.774722,ARG,,,,,,14.3,7.9,,,,
-49.841839,-68.774722,ARG,,,,,,9.3,8.2,,,,
-28.958917,-59.845556,ARG,,,,,,12.0,6.7,29.0,60.0,11.0,
-28.958917,-59.845556,ARG,,,,,,9.0,7.0,39.0,53.0,8.0,
-28.958917,-59.845556,ARG,,,,,,3.0,8.1,46.0,45.0,10.0,
-28.958917,-59.845556,ARG,,,,,,2.0,8.4,56.0,38.0,7.0,
-28.958917,-59.845556,ARG,,,,,,2.0,8.5,50.0,43.0,7.0,
-24.641278,-64.89525,ARG,,,,,,10.1,7.91,,,,
-24.641278,-64.89525,ARG,,,,,,11.1,7.95,,,,
-24.641278,-64.89525,ARG,,,,,,6.5,8.24,,,,
-24.641278,-64.89525,ARG,,,,,,4.6,8.15,,,,
-24.808083,-64.96425,ARG,,,,,,14.1,7.43,,,,
-24.808083,-64.96425,ARG,,,,,,6.5,7.71,,,,
-34.9571,-59.84855,ARG,,,,,,27.4,5.78,,,,
-34.9571,-59.84855,ARG,,,,,,12.0,6.51,,,,
-34.9571,-59.84855,ARG,,,,,,5.6,5.5,,,,
-35.15875,-60.2963,ARG,,,,,,13.0,6.05,,,,
-35.15875,-60.2963,ARG,,,,,,6.1,5.62,,,,
-35.15875,-60.2963,ARG,,,,,,5.1,5.98,,,,
-35.15825,-60.29795,ARG,,,,,,38.8,5.57,,,,
-35.15825,-60.29795,ARG,,,,,,13.1,6.27,,,,
-35.296883,-60.458067,ARG,,,,,,7.6,5.86,,,,
-35.296883,-60.458067,ARG,,,,,,5.4,6.45,,,,
-35.296883,-60.458067,ARG,,,,,,15.2,6.66,,,,
-38.606,-62.068514,ARG,,,,,,12.3,7.6,,,,
-38.606,-62.068514,ARG,,,,,,8.1,7.7,,,,
-38.606,-62.068514,ARG,,,,,,5.1,8.1,,,,
-32.9708,-62.4028,ARG,,,,,,18.9,6.4,,,,
-32.9708,-62.4028,ARG,,,,,,7.6,6.9,,,,
-32.9708,-62.4028,ARG,,,,,,4.3,7.1,,,,
-32.9708,-62.4028,ARG,,,,,,2.6,7.1,,,,
-32.9708,-62.4028,ARG,,,,,,2.0,7.0,,,,
-32.9708,-62.4028,ARG,,,,,,1.4,8.0,,,,
-31.4047,-63.7925,ARG,,,,,,14.9,6.3,24.0,64.0,12.0,
-31.4047,-63.7925,ARG,,,,,,8.5,6.7,26.0,63.0,12.0,
-31.4047,-63.7925,ARG,,,,,,4.3,7.4,22.0,66.0,13.0,
-31.4047,-63.7925,ARG,,,,,,2.1,8.9,17.0,63.0,21.0,
-33.6608,-63.9222,ARG,,,,,,9.6,5.6,16.0,37.0,46.0,
-33.6608,-63.9222,ARG,,,,,,,6.1,16.0,35.0,49.0,
-33.6608,-63.9222,ARG,,,,,,,7.0,9.0,37.0,55.0,
-32.5631,-62.4575,ARG,,,,,,23.5,6.5,27.0,65.0,7.0,
-32.5631,-62.4575,ARG,,,,,,4.7,7.0,37.0,54.0,9.0,
-32.5631,-62.4575,ARG,,,,,,3.2,7.0,27.0,63.0,9.0,
-32.5631,-62.4575,ARG,,,,,,2.1,7.3,14.0,72.0,14.0,
-32.5631,-62.4575,ARG,,,,,,1.5,7.9,10.0,77.0,12.0,
-32.5631,-62.4575,ARG,,,,,,0.6,8.5,8.0,70.0,22.0,
-25.0635,-64.996472,ARG,,,,,,11.1,8.01,,,,
-25.196333,-64.956944,ARG,,,,,,9.9,7.59,,,,
-25.196333,-64.956944,ARG,,,,,,11.1,7.81,,,,
-25.196333,-64.956944,ARG,,,,,,4.1,8.35,,,,
-25.402806,-64.935806,ARG,,,,,,9.4,8.1,,,,
-25.402806,-64.935806,ARG,,,,,,6.6,8.28,,,,
-25.402806,-64.935806,ARG,,,,,,3.8,8.12,,,,
-25.402806,-64.935806,ARG,,,,,,3.8,8.19,,,,
-25.594083,-64.970361,ARG,,,,,,16.6,7.76,,,,
-25.594083,-64.970361,ARG,,,,,,10.9,6.91,,,,
-25.594083,-64.970361,ARG,,,,,,9.2,8.06,,,,
-25.594083,-64.970361,ARG,,,,,,6.1,7.88,,,,
-25.891472,-65.049333,ARG,,,,,,14.3,7.04,,,,
-25.891472,-65.049333,ARG,,,,,,8.8,6.81,,,,
-25.891472,-65.049333,ARG,,,,,,7.1,7.63,,,,
-25.891472,-65.049333,ARG,,,,,,7.7,7.01,,,,
-26.071139,-65.140278,ARG,,,,,,13.1,7.93,,,,
-26.071139,-65.140278,ARG,,,,,,6.5,8.06,,,,
-26.071139,-65.140278,ARG,,,,,,5.6,8.16,,,,
-26.071139,-65.140278,ARG,,,,,,3.9,8.05,,,,
-30.178369,-62.075556,ARG,,,,,,16.6,6.6,31.0,66.0,3.0,
-30.178369,-62.075556,ARG,,,,,,9.1,6.9,40.0,58.0,2.0,
-30.178369,-62.075556,ARG,,,,,,4.2,7.6,41.0,57.0,3.0,
-30.178369,-62.075556,ARG,,,,,,3.1,8.0,35.0,63.0,3.0,
-30.178369,-62.075556,ARG,,,,,,1.7,8.3,30.0,67.0,4.0,
-30.178369,-62.075556,ARG,,,,,,1.6,9.0,30.0,64.0,6.0,
-30.178369,-62.075556,ARG,,,,,,1.3,9.2,20.0,67.0,13.0,
-26.697722,-65.201889,ARG,,,,,,14.8,7.42,,,,
-26.697722,-65.201889,ARG,,,,,,10.8,7.54,,,,
-26.697722,-65.201889,ARG,,,,,,8.1,7.62,,,,
-26.697722,-65.201889,ARG,,,,,,4.7,7.63,,,,
-26.697722,-65.201889,ARG,,,,,,2.6,7.79,,,,
-27.218083,-65.155639,ARG,,,,,,14.3,7.66,,,,
-27.218083,-65.155639,ARG,,,,,,7.5,8.14,,,,
-27.218083,-65.155639,ARG,,,,,,4.3,8.43,,,,
-27.218083,-65.155639,ARG,,,,,,3.0,7.83,,,,
-38.487528,-61.636028,ARG,,,,,,16.4,6.1,,,,
-38.487528,-61.636028,ARG,,,,,,8.8,7.4,,,,
-38.487528,-61.636028,ARG,,,,,,5.9,7.3,,,,
-32.4253,-62.9575,ARG,,,,,,11.6,6.3,15.0,70.0,15.0,
-32.4253,-62.9575,ARG,,,,,,6.5,7.5,16.0,70.0,14.0,
-32.4253,-62.9575,ARG,,,,,,5.2,7.5,21.0,66.0,13.0,
-32.4253,-62.9575,ARG,,,,,,2.7,8.4,13.0,72.0,16.0,
-32.4253,-62.9575,ARG,,,,,,2.1,8.5,12.0,68.0,21.0,
-30.8833,-64.1958,ARG,,,,,,21.3,6.6,23.0,72.0,5.0,
-30.8833,-64.1958,ARG,,,,,,7.5,6.9,27.0,68.0,5.0,
-30.8833,-64.1958,ARG,,,,,,4.3,7.3,26.0,69.0,5.0,
-30.8833,-64.1958,ARG,,,,,,,8.2,20.0,73.0,8.0,
-32.6167,-62.1806,ARG,,,,,,20.2,6.3,28.0,63.0,9.0,
-32.6167,-62.1806,ARG,,,,,,9.6,6.7,30.0,62.0,9.0,
-32.6167,-62.1806,ARG,,,,,,4.3,7.2,35.0,58.0,7.0,
-32.6167,-62.1806,ARG,,,,,,2.1,7.2,40.0,51.0,9.0,
-32.6167,-62.1806,ARG,,,,,,0.9,7.3,30.0,60.0,10.0,
-39.616667,-70.3,ARG,,,,,,8.0,,11.0,13.0,76.0,
-39.616667,-70.3,ARG,,,,,,9.7,,14.0,14.0,72.0,
-39.616667,-70.3,ARG,,,,,,10.1,,39.0,17.0,44.0,
-39.616667,-70.3,ARG,,,,,,,,9.0,15.0,76.0,
-30.181111,-61.509444,ARG,,,,,,21.0,6.1,37.0,61.0,2.0,
-30.181111,-61.509444,ARG,,,,,,10.7,6.2,39.0,59.0,2.0,
-30.181111,-61.509444,ARG,,,,,,5.2,6.4,55.0,44.0,1.0,
-30.181111,-61.509444,ARG,,,,,,2.2,6.8,46.0,53.0,2.0,
-30.181111,-61.509444,ARG,,,,,,1.8,7.1,35.0,61.0,3.0,
-30.181111,-61.509444,ARG,,,,,,1.1,7.5,21.0,66.0,14.0,
-30.181111,-61.509444,ARG,,,,,,1.1,8.1,31.0,63.0,6.0,
-37.364167,-71.010278,ARG,,,,,,9.1,,8.0,16.0,75.0,
-37.364167,-71.010278,ARG,,,,,,1.2,,7.0,17.0,76.0,
-30.259444,-61.844167,ARG,,,,,,19.0,6.2,35.0,63.0,2.0,
-30.259444,-61.844167,ARG,,,,,,8.4,6.2,43.0,55.0,2.0,
-30.259444,-61.844167,ARG,,,,,,3.1,6.8,47.0,52.0,2.0,
-30.259444,-61.844167,ARG,,,,,,1.7,7.2,45.0,53.0,2.0,
-30.259444,-61.844167,ARG,,,,,,1.6,7.2,35.0,62.0,4.0,
-30.259444,-61.844167,ARG,,,,,,1.9,7.2,36.0,61.0,3.0,
-30.259444,-61.844167,ARG,,,,,,1.0,8.5,19.0,63.0,18.0,
-37.367222,-70.990556,ARG,,,,,,344.2,,,,,
-37.367222,-70.990556,ARG,,,,,,296.2,,,,,
-37.367222,-70.990556,ARG,,,,,,34.0,,10.0,26.0,65.0,
-37.35,-70.783333,ARG,,,,,,5.6,,6.0,12.0,82.0,
-37.35,-70.783333,ARG,,,,,,2.2,,5.0,15.0,81.0,
-30.0,-61.0,ARG,,,,,,19.7,5.9,33.0,65.0,2.0,
-30.0,-61.0,ARG,,,,,,9.2,7.3,36.0,61.0,3.0,
-30.0,-61.0,ARG,,,,,,5.8,8.1,45.0,54.0,2.0,
-30.0,-61.0,ARG,,,,,,2.6,8.7,54.0,45.0,1.0,
-30.0,-61.0,ARG,,,,,,1.4,8.8,53.0,46.0,1.0,
-37.366667,-70.9,ARG,,,,,,9.9,,26.0,27.0,48.0,
-37.366667,-70.9,ARG,,,,,,9.9,,57.0,21.0,21.0,
-37.616667,-70.6,ARG,,,,,,16.2,,17.0,27.0,56.0,
-37.616667,-70.6,ARG,,,,,,16.0,,15.0,32.0,53.0,
-37.616667,-70.6,ARG,,,,,,7.9,,33.0,32.0,35.0,
-37.616667,-70.6,ARG,,,,,,3.6,,45.0,32.0,24.0,
-32.4822,-62.3475,ARG,,,,,,17.9,6.2,21.0,73.0,6.0,
-32.4822,-62.3475,ARG,,,,,,6.5,7.0,31.0,63.0,6.0,
-32.4822,-62.3475,ARG,,,,,,3.2,7.2,21.0,72.0,7.0,
-32.4822,-62.3475,ARG,,,,,,1.8,7.6,14.0,73.0,13.0,
-32.4822,-62.3475,ARG,,,,,,1.2,8.5,12.0,75.0,13.0,
-32.0517,-63.5978,ARG,,,,,,18.1,6.5,21.0,67.0,13.0,
-32.0517,-63.5978,ARG,,,,,,10.7,7.8,19.0,66.0,15.0,
-32.0517,-63.5978,ARG,,,,,,2.1,8.0,20.0,63.0,17.0,
-32.0517,-63.5978,ARG,,,,,,,8.5,16.0,65.0,19.0,
-32.0517,-63.5978,ARG,,,,,,,8.7,13.0,65.0,22.0,
-31.9458,-63.7389,ARG,,,,,,11.7,6.4,16.0,67.0,16.0,
-31.9458,-63.7389,ARG,,,,,,6.0,7.1,12.0,72.0,16.0,
-31.9458,-63.7389,ARG,,,,,,2.5,8.3,10.0,74.0,16.0,
-30.6781,-64.4236,ARG,,,,,,34.0,6.9,7.0,10.0,83.0,
-30.6781,-64.4236,ARG,,,,,,,8.4,5.0,11.0,84.0,
-30.0,-64.0,ARG,,,,,,28.0,7.8,,,,
-30.0,-64.0,ARG,,,,,,,8.0,,,,
-32.8561,-62.7753,ARG,,,,,,18.3,6.7,23.0,55.0,22.0,
-32.8561,-62.7753,ARG,,,,,,4.8,7.4,24.0,57.0,18.0,
-32.8561,-62.7753,ARG,,,,,,2.6,7.3,20.0,62.0,17.0,
-32.8561,-62.7753,ARG,,,,,,1.8,7.6,19.0,60.0,20.0,
-32.8561,-62.7753,ARG,,,,,,1.0,8.3,15.0,53.0,32.0,
-30.755,-64.4461,ARG,,,,,,36.0,7.2,15.0,18.0,67.0,
-32.1378,-63.1881,ARG,,,,,,12.8,6.1,18.0,70.0,12.0,
-32.1378,-63.1881,ARG,,,,,,3.2,7.6,22.0,67.0,11.0,
-32.1378,-63.1881,ARG,,,,,,1.1,9.4,23.0,66.0,12.0,
-32.1378,-63.1881,ARG,,,,,,,9.6,20.0,68.0,12.0,
-37.8,-70.716667,ARG,,,,,,1.1,,6.0,11.0,84.0,
-37.8,-70.716667,ARG,,,,,,4.0,,4.0,15.0,81.0,
-33.1364,-63.2683,ARG,,,,,,21.3,6.0,20.0,52.0,28.0,
-33.1364,-63.2683,ARG,,,,,,3.2,6.8,16.0,47.0,38.0,
-33.1364,-63.2683,ARG,,,,,,2.1,7.7,23.0,40.0,37.0,
-33.1364,-63.2683,ARG,,,,,,,8.1,12.0,48.0,40.0,
-33.1364,-63.2683,ARG,,,,,,,8.3,,,,
-38.083333,-70.883333,ARG,,,,,,20.6,,7.0,14.0,78.0,
-30.910833,-60.576389,ARG,,,,,,16.7,6.3,25.0,65.0,10.0,
-30.910833,-60.576389,ARG,,,,,,13.4,6.6,31.0,60.0,9.0,
-30.910833,-60.576389,ARG,,,,,,7.6,6.9,33.0,62.0,5.0,
-30.910833,-60.576389,ARG,,,,,,4.5,7.0,55.0,39.0,7.0,
-30.910833,-60.576389,ARG,,,,,,3.0,7.7,45.0,48.0,7.0,
-30.910833,-60.576389,ARG,,,,,,1.7,7.8,41.0,51.0,8.0,
-30.910833,-60.576389,ARG,,,,,,1.4,7.8,32.0,60.0,8.0,
-30.910833,-60.576389,ARG,,,,,,1.0,8.4,26.0,65.0,9.0,
-37.766667,-70.483333,ARG,,,,,,12.7,,18.0,23.0,59.0,
-37.766667,-70.483333,ARG,,,,,,11.5,,31.0,29.0,40.0,
-31.68,-63.8492,ARG,,,,,,8.5,7.0,11.0,29.0,60.0,
-31.68,-63.8492,ARG,,,,,,4.4,7.2,14.0,28.0,59.0,
-31.68,-63.8492,ARG,,,,,,1.9,7.5,10.0,25.0,66.0,
-31.68,-63.8492,ARG,,,,,,1.5,8.3,12.0,31.0,58.0,
-34.7019,-63.9819,ARG,,,,,,10.9,5.9,9.0,36.0,55.0,
-34.7019,-63.9819,ARG,,,,,,2.7,6.8,6.0,30.0,65.0,
-34.7019,-63.9819,ARG,,,,,,1.4,9.0,19.0,25.0,57.0,
-34.7019,-63.9819,ARG,,,,,,0.9,9.3,12.0,27.0,61.0,
-34.7019,-63.9819,ARG,,,,,,,9.6,10.0,27.0,63.0,
-31.1017,-63.0256,ARG,,,,,,17.0,6.8,28.0,65.0,7.0,
-31.1017,-63.0256,ARG,,,,,,3.0,7.4,28.0,66.0,6.0,
-31.1017,-63.0256,ARG,,,,,,,6.7,27.0,67.0,6.0,
-31.1017,-63.0256,ARG,,,,,,,6.7,26.0,66.0,8.0,
-32.6014,-63.2447,ARG,,,,,,17.0,6.2,14.0,40.0,47.0,
-32.6014,-63.2447,ARG,,,,,,12.8,6.4,15.0,39.0,46.0,
-32.6014,-63.2447,ARG,,,,,,6.4,6.9,19.0,41.0,40.0,
-32.6014,-63.2447,ARG,,,,,,,6.9,16.0,42.0,43.0,
-32.6014,-63.2447,ARG,,,,,,,8.1,14.0,43.0,42.0,
-30.5975,-64.1764,ARG,,,,,,13.0,6.4,10.0,17.0,73.0,
-30.5975,-64.1764,ARG,,,,,,6.0,6.3,10.0,19.0,71.0,
-30.5975,-64.1764,ARG,,,,,,,6.6,9.0,21.0,70.0,
-32.58,-63.7936,ARG,,,,,,5.3,8.1,12.0,49.0,39.0,
-32.58,-63.7936,ARG,,,,,,14.9,7.6,14.0,62.0,24.0,
-32.58,-63.7936,ARG,,,,,,5.3,7.7,15.0,56.0,30.0,
-32.58,-63.7936,ARG,,,,,,,7.9,14.0,55.0,32.0,
-31.5211,-62.2253,ARG,,,,,,18.2,6.2,37.0,62.0,1.0,
-31.5211,-62.2253,ARG,,,,,,7.9,6.4,39.0,60.0,2.0,
-31.5211,-62.2253,ARG,,,,,,6.0,6.8,60.0,39.0,1.0,
-31.5211,-62.2253,ARG,,,,,,4.3,7.2,65.0,35.0,1.0,
-31.5211,-62.2253,ARG,,,,,,0.4,7.6,38.0,60.0,3.0,
-32.1089,-62.4331,ARG,,,,,,22.6,4.8,20.0,68.0,12.0,
-32.1089,-62.4331,ARG,,,,,,18.1,5.4,19.0,68.0,13.0,
-32.1089,-62.4331,ARG,,,,,,9.9,5.9,18.0,71.0,11.0,
-32.1089,-62.4331,ARG,,,,,,6.0,6.7,36.0,53.0,10.0,
-32.1089,-62.4331,ARG,,,,,,3.4,7.0,36.0,58.0,7.0,
-32.1089,-62.4331,ARG,,,,,,2.1,7.5,22.0,63.0,15.0,
-32.1089,-62.4331,ARG,,,,,,1.8,8.0,14.0,58.0,28.0,
-38.45,-70.5,ARG,,,,,,1.8,,27.0,19.0,55.0,
-38.45,-70.5,ARG,,,,,,5.2,,39.0,21.0,41.0,
-32.7653,-64.7403,ARG,,,,,,21.3,6.7,14.0,54.0,32.0,
-32.7653,-64.7403,ARG,,,,,,10.7,6.9,21.0,49.0,30.0,
-32.7653,-64.7403,ARG,,,,,,,7.7,12.0,53.0,35.0,
-32.7653,-64.7403,ARG,,,,,,,7.6,11.0,54.0,35.0,
-41.0,-71.15,ARG,,,,,,17.0,,5.0,27.0,68.0,
-41.0,-71.15,ARG,,,,,,12.4,,3.0,24.0,73.0,
-34.7219,-64.4494,ARG,,,,,,8.3,5.7,9.0,24.0,67.0,
-34.7219,-64.4494,ARG,,,,,,1.2,6.7,5.0,18.0,77.0,
-34.7219,-64.4494,ARG,,,,,,1.1,7.0,5.0,19.0,76.0,
-34.7219,-64.4494,ARG,,,,,,0.6,7.1,11.0,18.0,71.0,
-34.7219,-64.4494,ARG,,,,,,0.3,7.9,8.0,18.0,75.0,
-31.2167,-62.1692,ARG,,,,,,20.7,5.5,34.0,65.0,1.0,
-31.2167,-62.1692,ARG,,,,,,19.5,5.6,33.0,66.0,1.0,
-31.2167,-62.1692,ARG,,,,,,18.3,5.9,38.0,61.0,1.0,
-31.2167,-62.1692,ARG,,,,,,6.1,6.4,41.0,57.0,1.0,
-31.2167,-62.1692,ARG,,,,,,3.9,6.6,35.0,63.0,2.0,
-31.2167,-62.1692,ARG,,,,,,8.4,6.7,35.0,63.0,2.0,
-31.2167,-62.1692,ARG,,,,,,2.1,7.7,25.0,71.0,5.0,
-40.1,-70.033333,ARG,,,,,,9.5,,4.0,16.0,80.0,
-40.1,-70.033333,ARG,,,,,,5.5,,5.0,22.0,74.0,
-40.1,-70.05,ARG,,,,,,12.9,,6.0,14.0,79.0,
-40.1,-70.05,ARG,,,,,,20.1,,19.0,16.0,65.0,
-38.205278,-60.93525,ARG,,,,,,23.8,6.4,,,,
-38.205278,-60.93525,ARG,,,,,,5.0,8.5,,,,
-37.532389,-60.483667,ARG,,,,,,20.5,6.5,,,,
-37.532389,-60.483667,ARG,,,,,,4.4,9.0,,,,
-40.483333,-70.733333,ARG,,,,,,9.4,,5.0,12.0,84.0,
-40.483333,-70.733333,ARG,,,,,,2.8,,10.0,12.0,79.0,
-28.976083,-65.014194,ARG,,,,,,8.8,6.74,,,,
-30.339722,-61.832778,ARG,,,,,,26.2,7.3,27.0,70.0,3.0,
-30.339722,-61.832778,ARG,,,,,,6.2,8.4,45.0,53.0,2.0,
-30.339722,-61.832778,ARG,,,,,,3.8,8.5,45.0,53.0,2.0,
-30.339722,-61.832778,ARG,,,,,,2.0,8.9,42.0,56.0,2.0,
-30.339722,-61.832778,ARG,,,,,,0.6,8.8,29.0,63.0,9.0,
-28.441639,-65.081125,ARG,,,,,,13.7,7.43,,,,
-30.008083,-64.588889,ARG,,,,,,10.1,7.53,,,,
-38.816667,-69.283333,ARG,,,,,,3.5,,12.0,14.0,74.0,
-38.816667,-69.283333,ARG,,,,,,2.7,,27.0,14.0,59.0,
-30.120278,-64.535083,ARG,,,,,,5.4,7.36,,,,
-30.490972,-64.266889,ARG,,,,,,11.5,8.06,,,,
-31.274,-63.969556,ARG,,,,,,14.1,6.83,,,,
-31.899806,-63.629056,ARG,,,,,,12.6,6.4,,,,
-31.899806,-63.629056,ARG,,,,,,5.6,6.36,,,,
-38.8,-69.25,ARG,,,,,,3.5,,15.0,16.0,69.0,
-38.8,-69.25,ARG,,,,,,4.5,,22.0,11.0,67.0,
-38.683333,-69.25,ARG,,,,,,3.5,,9.0,14.0,77.0,
-38.683333,-69.25,ARG,,,,,,2.7,,9.0,15.0,76.0,
-38.666667,-69.3,ARG,,,,,,3.6,,43.0,44.0,14.0,
-33.475056,-67.539778,ARG,,,,,,6.8,8.38,,,,
-33.475056,-67.539778,ARG,,,,,,5.6,8.96,,,,
-38.952583,-69.384306,ARG,,,,,,2.2,,5.0,11.0,84.0,
-38.952583,-69.384306,ARG,,,,,,1.7,,8.0,12.0,80.0,
-32.4253,-62.9567,ARG,,,,,,11.5,6.0,15.0,73.0,13.0,
-32.4253,-62.9567,ARG,,,,,,4.5,9.3,20.0,68.0,12.0,
-32.4253,-62.9567,ARG,,,,,,2.2,9.5,16.0,68.0,16.0,
-32.4253,-62.9567,ARG,,,,,,1.6,9.5,14.0,70.0,16.0,
-32.4253,-62.9567,ARG,,,,,,1.1,9.7,12.0,72.0,17.0,
-29.7167,-63.9333,ARG,,,,,,19.2,7.2,27.0,51.0,22.0,
-29.7167,-63.9333,ARG,,,,,,,7.8,28.0,51.0,21.0,
-29.7167,-63.9333,ARG,,,,,,,7.8,25.0,51.0,25.0,
-33.925,-62.6322,ARG,,,,,,12.3,6.7,15.0,32.0,54.0,
-33.925,-62.6322,ARG,,,,,,3.3,9.1,22.0,27.0,51.0,
-33.925,-62.6322,ARG,,,,,,1.4,9.8,13.0,27.0,60.0,
-33.925,-62.6322,ARG,,,,,,0.9,10.0,11.0,27.0,62.0,
-33.925,-62.6322,ARG,,,,,,0.6,10.2,10.0,26.0,65.0,
-30.9286,-64.0872,ARG,,,,,,12.0,7.0,24.0,56.0,20.0,
-30.9286,-64.0872,ARG,,,,,,5.0,7.2,30.0,56.0,15.0,
-30.9286,-64.0872,ARG,,,,,,,7.3,31.0,53.0,16.0,
-30.9286,-64.0872,ARG,,,,,,,7.4,26.0,57.0,17.0,
-30.9286,-64.0872,ARG,,,,,,,8.1,26.0,57.0,17.0,
